name,Invoice Line Amount,Payment Date,LA Department,Expenditure Category/Description
REDACTED PERSONAL INFORMATION,16135.71, 15/09/2015,Childrens Services,Agency Placements
FAMILY MOSAIC HOUSING,7571.81, 10/08/2015,Adult and Older People,Other Agency Services
LONDON COUNCILS,514.3, 10/07/2015,Chief Executives,Student Award Payment
W J KING LIMITED,116.36, 01/07/2015,Comm Safety and Environment,Plant Fuel In House Trading
W J KING LIMITED,562.24, 01/07/2015,Comm Safety and Environment,Plant Fuel In House Trading
W J KING LIMITED,577.3, 01/07/2015,Comm Safety and Environment,Plant Fuel In House Trading
W J KING LIMITED,467.95, 01/07/2015,Comm Safety and Environment,Plant Fuel In House Trading
W J KING LIMITED,36.31, 01/07/2015,Comm Safety and Environment,Plant Fuel In House Trading
W J KING LIMITED,91.82, 01/07/2015,Comm Safety and Environment,Plant Fuel In House Trading
W J KING LIMITED,485.7, 01/07/2015,Comm Safety and Environment,Plant Fuel In House Trading
W J KING LIMITED,686.62, 01/07/2015,Comm Safety and Environment,Plant Fuel In House Trading
W J KING LIMITED,459.96, 01/07/2015,Comm Safety and Environment,Plant Fuel In House Trading
W J KING LIMITED,34.48, 01/07/2015,Comm Safety and Environment,Plant Fuel In House Trading
EARTH ANCHORS LTD,609.6, 01/07/2015,Housing Services HRA,Cleansweep Painting Team
WOLSELEY UK LTD (VARIOUS SUPPLIES),908.77, 01/07/2015,Comm Safety and Environment,Equipment
WOLSELEY UK LTD (VARIOUS SUPPLIES),3493.41, 01/07/2015,Comm Safety and Environment,Equipment
WOLSELEY UK LTD (VARIOUS SUPPLIES),1764, 01/07/2015,Housing Services HRA,Cloeansweep Painting Team
WOLSELEY UK LTD (VARIOUS SUPPLIES),948.43, 02/07/2015,Housing Services,Materials
GREENWICH SERVICE PLUS LIMITED,16130, 01/07/2015,Comm Safety and Environment,Services Private Contractor
GREENWICH SERVICE PLUS LIMITED,1280.95, 01/07/2015,Comm Safety and Environment,Vehicle Repair In House Trad
GREENWICH SERVICE PLUS LIMITED,542.51, 01/07/2015,Comm Safety and Environment,Vehicle Repair In House Trad
DAVID OGILVIE ENG LTD (D OGILVIE A/F),555.6, 06/07/2015,Comm Safety and Environment,Materials
FLOWER SKILLS & TRAINING LTD,6000, 01/07/2015,Regeneration Enterprise and Sk,Services Private Contractor
GREENWICH COMMUNITY COLLEGE,66666.67, 01/07/2015,Regeneration Enterprise and Sk,Services Private Contractor
MAYOR`S OFFICE FOR POLICING AND CRIME,61000, 01/07/2015,Comm Safety and Environment,Other Services
REDACTED PERSONAL INFORMATION,3420, 06/07/2015,Childrens Services,Other Services
MICHAEL HUNTE,1875, 01/07/2015,Housing Services,Deposits
OFFICE DEPOT UK LIMITED,6.66, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,19.19, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,4, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,22.14, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,0.92, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,1.33, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,19.68, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,12.36, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,22.75, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,1.01, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,23.83, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,32.64, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,0.61, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,1.68, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,7.27, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,3.96, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,2.04, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,2.02, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,6.3, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,16.2, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,0.86, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,2.38, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,3.96, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,2.21, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,7.2, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,24, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,21.84, 01/07/2015,Regeneration Enterprise and Sk,Stationery
OFFICE DEPOT UK LIMITED,836.57, 01/07/2015,Regeneration Enterprise and Sk,Stationery
